Scenarios,Camps Name,Mu,delta_D,alpha,delta_R,lambda_C,lambda_S,omega,Supply,Optimal Allocated Aid
Scenario 34,Camp 1,2.0,30.0,0.75,1.0,428.4,2882.1,620.5616945541625,15143,508.0
Scenario 34,Camp 2,2.0,30.0,0.75,1.0,642.6,2860.68,930.120883199796,15143,762.0
Scenario 34,Camp 3,2.0,30.0,0.75,1.0,1071.0,2817.84,1549.238812858496,15143,1270.0
Scenario 34,Camp 4,2.0,30.0,0.75,1.0,4282.8,4500.96,6190.887155783712,15143,5073.0
Scenario 34,Camp 5,2.0,30.0,0.75,1.0,2483.6,742.52,3590.70864094842,15143,2942.0
Scenario 34,Camp 6,2.0,30.0,0.75,1.0,1698.4,2074.0,2455.948599214555,15143,2012.0
Scenario 34,Camp 7,2.0,30.0,0.75,1.0,2174.4,1628.42,3143.85713961988,15143,2576.0
Scenario 35,Camp 1,2.0,40.0,0.75,1.0,428.4,2882.1,682.326923848914,15143,508.0
Scenario 35,Camp 2,2.0,40.0,0.75,1.0,642.6,2860.68,1022.6968996165779,15143,762.0
Scenario 35,Camp 3,2.0,40.0,0.75,1.0,1071.0,2817.84,1703.4363589659472,15143,1270.0
Scenario 35,Camp 4,2.0,40.0,0.75,1.0,4282.8,4500.96,6807.073375575495,15143,5073.0
Scenario 35,Camp 5,2.0,40.0,0.75,1.0,2483.6,742.52,3948.0960602575688,15143,2942.0
Scenario 35,Camp 6,2.0,40.0,0.75,1.0,1698.4,2074.0,2700.392027962752,15143,2012.0
Scenario 35,Camp 7,2.0,40.0,0.75,1.0,2174.4,1628.42,3456.768907785124,15143,2576.0
Scenario 36,Camp 1,2.0,50.0,0.75,1.0,428.4,2882.1,730.2357577053491,15143,508.0
Scenario 36,Camp 2,2.0,50.0,0.75,1.0,642.6,2860.68,1094.5044366441964,15143,762.0
Scenario 36,Camp 3,2.0,50.0,0.75,1.0,1071.0,2817.84,1823.0412677776374,15143,1270.0
Scenario 36,Camp 4,2.0,50.0,0.75,1.0,4282.8,4500.96,7285.024539453679,15143,5073.0
Scenario 36,Camp 5,2.0,50.0,0.75,1.0,2483.6,742.52,4225.307279086754,15143,2942.0
Scenario 36,Camp 6,2.0,50.0,0.75,1.0,1698.4,2074.0,2889.997081629894,15143,2012.0
Scenario 36,Camp 7,2.0,50.0,0.75,1.0,2174.4,1628.42,3699.4821314536052,15143,2576.0
Scenario 37,Camp 1,1.0,20.0,0.25,2.0,428.4,2882.1,516.3837018488211,30287,2391.0
Scenario 37,Camp 2,1.0,20.0,0.25,2.0,642.6,2860.68,774.2747544503777,30287,2711.0
Scenario 37,Camp 3,1.0,20.0,0.25,2.0,1071.0,2817.84,1290.0567661991251,30287,3351.0
Scenario 37,Camp 4,1.0,20.0,0.25,2.0,4282.8,4500.96,5156.976689346512,30287,9337.0
Scenario 37,Camp 5,1.0,20.0,0.25,2.0,2483.6,742.52,2990.7888028364764,30287,4277.0
Scenario 37,Camp 6,1.0,20.0,0.25,2.0,1698.4,2074.0,2045.429338212813,30287,3877.0
Scenario 37,Camp 7,1.0,20.0,0.25,2.0,2174.4,1628.42,2618.520405996848,30287,4343.0
Scenario 38,Camp 1,1.0,30.0,0.25,2.0,428.4,2882.1,690.2876079363417,30287,2035.0
Scenario 38,Camp 2,1.0,30.0,0.25,2.0,642.6,2860.68,1035.029312934288,30287,2407.0
Scenario 38,Camp 3,1.0,30.0,0.25,2.0,1071.0,2817.84,1724.512598002941,30287,3145.0
Scenario 38,Camp 4,1.0,30.0,0.25,2.0,4282.8,4500.96,6893.705379018064,30287,9551.0
Scenario 38,Camp 5,1.0,30.0,0.25,2.0,2483.6,742.52,3998.0046642858615,30287,4681.0
Scenario 38,Camp 6,1.0,30.0,0.25,2.0,1698.4,2074.0,2734.273990489153,30287,3917.0
Scenario 38,Camp 7,1.0,30.0,0.25,2.0,2174.4,1628.42,3500.3664540854234,30287,4551.0
Scenario 39,Camp 1,1.0,40.0,0.25,2.0,428.4,2882.1,813.6743929155606,30287,1777.0
Scenario 39,Camp 2,1.0,40.0,0.25,2.0,642.6,2860.68,1220.0376164499855,30287,2183.0
Scenario 39,Camp 3,1.0,40.0,0.25,2.0,1071.0,2817.84,2032.7639162612365,30287,2993.0
Scenario 39,Camp 4,1.0,40.0,0.25,2.0,4282.8,4500.96,8125.933994354047,30287,9705.0
Scenario 39,Camp 5,1.0,40.0,0.25,2.0,2483.6,742.52,4712.635690812483,30287,4979.0
Scenario 39,Camp 6,1.0,40.0,0.25,2.0,1698.4,2074.0,3223.017049266283,30287,3947.0
Scenario 39,Camp 7,1.0,40.0,0.25,2.0,2174.4,1628.42,4126.046182437925,30287,4703.0
Scenario 4,Camp 1,1.0,50.0,0.25,1.0,428.4,2882.1,1206.6713097851627,30287,1016.0
Scenario 4,Camp 2,1.0,50.0,0.25,1.0,642.6,2860.68,1809.3040673846656,30287,1524.0
Scenario 4,Camp 3,1.0,50.0,0.25,1.0,1071.0,2817.84,3014.569364202066,30287,2538.0
Scenario 4,Camp 4,1.0,50.0,0.25,1.0,4282.8,4500.96,12050.682068364575,30287,10147.0
Scenario 4,Camp 5,1.0,50.0,0.25,1.0,2483.6,742.52,6988.7934671223375,30287,5886.0
Scenario 4,Camp 6,1.0,50.0,0.25,1.0,1698.4,2074.0,4779.703328701966,30287,4024.0
Scenario 4,Camp 7,1.0,50.0,0.25,1.0,2174.4,1628.42,6118.886860082271,30287,5152.0
Scenario 40,Camp 1,1.0,50.0,0.25,2.0,428.4,2882.1,909.3806187184234,30287,1575.0
Scenario 40,Camp 2,1.0,50.0,0.25,2.0,642.6,2860.68,1363.5412053850578,30287,2013.0
Scenario 40,Camp 3,1.0,50.0,0.25,2.0,1071.0,2817.84,2271.8622141399546,30287,2929.0
Scenario 40,Camp 4,1.0,50.0,0.25,2.0,4282.8,4500.96,9081.72476335704,30287,9951.000000190747
Scenario 40,Camp 5,1.0,50.0,0.25,2.0,2483.6,742.52,5266.946579146333,30287,5034.000000593345
Scenario 40,Camp 6,1.0,50.0,0.25,2.0,1698.4,2074.0,3602.1156176484965,30287,3963.0
Scenario 40,Camp 7,1.0,50.0,0.25,2.0,2174.4,1628.42,4611.3610836411935,30287,4821.0
Scenario 41,Camp 1,1.33,20.0,0.25,2.0,428.4,2882.1,270.7719589463496,22772,1818.0
Scenario 41,Camp 2,1.33,20.0,0.25,2.0,642.6,2860.68,405.9482865975144,22772,2054.0
Scenario 41,Camp 3,1.33,20.0,0.25,2.0,1071.0,2817.84,676.3008553190849,22772,2530.0
Scenario 41,Camp 4,1.33,20.0,0.25,2.0,4282.8,4500.96,2703.187462296112,22772,7004.0
Scenario 41,Camp 5,1.33,20.0,0.25,2.0,2483.6,742.52,1567.7573867354838,22772,3202.0
Scenario 41,Camp 6,1.33,20.0,0.25,2.0,1698.4,2074.0,1072.2373144172727,22772,2910.0
Scenario 41,Camp 7,1.33,20.0,0.25,2.0,2174.4,1628.42,1372.6290051896258,22772,3254.0
Scenario 42,Camp 1,1.33,30.0,0.25,2.0,428.4,2882.1,401.5770321117031,22772,1550.0
Scenario 42,Camp 2,1.33,30.0,0.25,2.0,642.6,2860.68,602.0546173134618,22772,1824.0
Scenario 42,Camp 3,1.33,30.0,0.25,2.0,1071.0,2817.84,1003.0096593106092,22772,2372.0
Scenario 42,Camp 4,1.33,30.0,0.25,2.0,4282.8,4500.96,4009.0488046641703,22772,7162.0
Scenario 42,Camp 5,1.33,30.0,0.25,2.0,2483.6,742.52,2325.11283991995,22772,3512.0
Scenario 42,Camp 6,1.33,30.0,0.25,2.0,1698.4,2074.0,1590.215914966391,22772,2940.0
Scenario 42,Camp 7,1.33,30.0,0.25,2.0,2174.4,1628.42,2035.7214396920126,22772,3412.0
Scenario 43,Camp 1,1.33,40.0,0.25,2.0,428.4,2882.1,494.38470848857463,22772,1354.0
Scenario 43,Camp 2,1.33,40.0,0.25,2.0,642.6,2860.68,741.1942732619291,22772,1656.0
Scenario 43,Camp 3,1.33,40.0,0.25,2.0,1071.0,2817.84,1234.8132447265252,22772,2256.0
Scenario 43,Camp 4,1.33,40.0,0.25,2.0,4282.8,4500.96,4935.572172013676,22772,7278.0
Scenario 43,Camp 5,1.33,40.0,0.25,2.0,2483.6,742.52,2862.465085520927,22772,3740.0
Scenario 43,Camp 6,1.33,40.0,0.25,2.0,1698.4,2074.0,1957.7275807344154,22772,2962.0
Scenario 43,Camp 7,1.33,40.0,0.25,2.0,2174.4,1628.42,2506.1930091811814,22772,3526.0
Scenario 44,Camp 1,1.33,50.0,0.25,2.0,428.4,2882.1,566.371934941228,22772,1200.0
Scenario 44,Camp 2,1.33,50.0,0.25,2.0,642.6,2860.68,849.1193750674382,22772,1522.0
Scenario 44,Camp 3,1.33,50.0,0.25,2.0,1071.0,2817.84,1414.614074219451,22772,2166.0
Scenario 44,Camp 4,1.33,50.0,0.25,2.0,4282.8,4500.96,5654.23952866873,22772,7370.0
Scenario 44,Camp 5,1.33,50.0,0.25,2.0,2483.6,742.52,3279.267868426926,22772,3918.0
Scenario 44,Camp 6,1.33,50.0,0.25,2.0,1698.4,2074.0,2242.791775211196,22772,2978.0
Scenario 44,Camp 7,1.33,50.0,0.25,2.0,2174.4,1628.42,2871.119109419073,22772,3618.0
Scenario 45,Camp 1,2.0,20.0,0.25,2.0,428.4,2882.1,76.57797202417244,15143,1193.0
Scenario 45,Camp 2,2.0,20.0,0.25,2.0,642.6,2860.68,114.77790459487646,15143,1359.0
Scenario 45,Camp 3,2.0,20.0,0.25,2.0,1071.0,2817.84,191.17771449795046,15143,1687.0
Scenario 45,Camp 4,2.0,20.0,0.25,2.0,4282.8,4500.96,763.9620485454174,15143,4679.0
Scenario 45,Camp 5,2.0,20.0,0.25,2.0,2483.6,742.52,443.0972589293506,15143,2111.0
Scenario 45,Camp 6,2.0,20.0,0.25,2.0,1698.4,2074.0,303.0666648842645,15143,1945.0
Scenario 45,Camp 7,2.0,20.0,0.25,2.0,2174.4,1628.42,387.9553091957617,15143,2169.0
Scenario 46,Camp 1,2.0,30.0,0.25,2.0,428.4,2882.1,163.63117335815406,15143,1013.0
Scenario 46,Camp 2,2.0,30.0,0.25,2.0,642.6,2860.68,245.2564713847665,15143,1203.0
Scenario 46,Camp 3,2.0,30.0,0.25,2.0,1071.0,2817.84,408.5069494051789,15143,1577.0
Scenario 46,Camp 4,2.0,30.0,0.25,2.0,4282.8,4500.96,1632.4277478270897,15143,4785.0
Scenario 46,Camp 5,2.0,30.0,0.25,2.0,2483.6,742.52,946.8065355335451,15143,2325.0
Scenario 46,Camp 6,2.0,30.0,0.25,2.0,1698.4,2074.0,647.5903274782574,15143,1965.0
Scenario 46,Camp 7,2.0,30.0,0.25,2.0,2174.4,1628.42,828.9796762205909,15143,2275.0
Scenario 47,Camp 1,2.0,40.0,0.25,2.0,428.4,2882.1,225.39640265290552,15143,881.0
Scenario 47,Camp 2,2.0,40.0,0.25,2.0,642.6,2860.68,337.83248780154844,15143,1089.0
Scenario 47,Camp 3,2.0,40.0,0.25,2.0,1071.0,2817.84,562.7044955126302,15143,1499.0
Scenario 47,Camp 4,2.0,40.0,0.25,2.0,4282.8,4500.96,2248.613967618873,15143,4863.0
Scenario 47,Camp 5,2.0,40.0,0.25,2.0,2483.6,742.52,1304.1939548426942,15143,2479.0
Scenario 47,Camp 6,2.0,40.0,0.25,2.0,1698.4,2074.0,892.0337562264542,15143,1979.0
Scenario 47,Camp 7,2.0,40.0,0.25,2.0,2174.4,1628.42,1141.8914443858355,15143,2353.0
Scenario 48,Camp 1,2.0,50.0,0.25,2.0,428.4,2882.1,273.30523650934066,15143,777.0
Scenario 48,Camp 2,2.0,50.0,0.25,2.0,642.6,2860.68,409.640024829167,15143,999.0
Scenario 48,Camp 3,2.0,50.0,0.25,2.0,1071.0,2817.84,682.3094043243202,15143,1439.0
Scenario 48,Camp 4,2.0,50.0,0.25,2.0,4282.8,4500.96,2726.565131497057,15143,4925.0
Scenario 48,Camp 5,2.0,50.0,0.25,2.0,2483.6,742.52,1581.4051736718793,15143,2601.0
Scenario 48,Camp 6,2.0,50.0,0.25,2.0,1698.4,2074.0,1081.6388098935965,15143,1989.0
Scenario 48,Camp 7,2.0,50.0,0.25,2.0,2174.4,1628.42,1384.6046680543166,15143,2413.0
Scenario 49,Camp 1,1.0,20.0,0.5,2.0,428.4,2882.1,987.5782990030812,30287,1611.0
Scenario 49,Camp 2,1.0,20.0,0.5,2.0,642.6,2860.68,1480.792174933896,30287,2083.0
Scenario 49,Camp 3,1.0,20.0,0.5,2.0,1071.0,2817.84,2467.2197480650525,30287,3017.0
Scenario 49,Camp 4,1.0,20.0,0.5,2.0,4282.8,4500.96,9862.6626840256,30287,9312.000000336107
Scenario 49,Camp 5,1.0,20.0,0.5,2.0,2483.6,742.52,5719.851552261867,30287,5399.99999999998
Scenario 49,Camp 6,1.0,20.0,0.5,2.0,1698.4,2074.0,3911.861701542623,30287,4222.999999999985
Scenario 49,Camp 7,1.0,20.0,0.5,2.0,2174.4,1628.42,5007.892230526501,30287,4640.999999663929
Scenario 5,Camp 1,1.33,20.0,0.25,1.0,428.4,2882.1,494.38470848857463,22772,1486.0
Scenario 5,Camp 2,1.33,20.0,0.25,1.0,642.6,2860.68,741.1942732619291,22772,1770.0
Scenario 5,Camp 3,1.33,20.0,0.25,1.0,1071.0,2817.84,1234.8132447265252,22772,2336.0
Scenario 5,Camp 4,1.33,20.0,0.25,1.0,4282.8,4500.96,4935.572172013676,22772,7200.0
Scenario 5,Camp 5,1.33,20.0,0.25,1.0,2483.6,742.52,2862.465085520927,22772,3584.0
Scenario 5,Camp 6,1.33,20.0,0.25,1.0,1698.4,2074.0,1957.7275807344154,22772,2948.0
Scenario 5,Camp 7,1.33,20.0,0.25,1.0,2174.4,1628.42,2506.1930091811814,22772,3448.0
Scenario 50,Camp 1,1.0,30.0,0.5,2.0,428.4,2882.1,1161.4822050906018,30287,1016.0
Scenario 50,Camp 2,1.0,30.0,0.5,2.0,642.6,2860.68,1741.5467334178065,30287,1524.0
Scenario 50,Camp 3,1.0,30.0,0.5,2.0,1071.0,2817.84,2901.6755798688687,30287,2538.0
Scenario 50,Camp 4,1.0,30.0,0.5,2.0,4282.8,4500.96,11599.391373697154,30287,10148.0
Scenario 50,Camp 5,1.0,30.0,0.5,2.0,2483.6,742.52,6727.067413711253,30287,5884.0
Scenario 50,Camp 6,1.0,30.0,0.5,2.0,1698.4,2074.0,4600.706353818963,30287,4024.0
Scenario 50,Camp 7,1.0,30.0,0.5,2.0,2174.4,1628.42,5889.738278615077,30287,5153.0
Scenario 51,Camp 1,1.0,40.0,0.5,2.0,428.4,2882.1,1284.8689900698207,30287,1016.0
Scenario 51,Camp 2,1.0,40.0,0.5,2.0,642.6,2860.68,1926.555036933504,30287,1524.0
Scenario 51,Camp 3,1.0,40.0,0.5,2.0,1071.0,2817.84,3209.926898127164,30287,2538.0
Scenario 51,Camp 4,1.0,40.0,0.5,2.0,4282.8,4500.96,12831.619989033135,30287,10148.0
Scenario 51,Camp 5,1.0,40.0,0.5,2.0,2483.6,742.52,7441.698440237874,30287,5885.0
Scenario 51,Camp 6,1.0,40.0,0.5,2.0,1698.4,2074.0,5089.449412596093,30287,4024.0
Scenario 51,Camp 7,1.0,40.0,0.5,2.0,2174.4,1628.42,6515.4180069675795,30287,5152.0
Scenario 52,Camp 1,1.0,50.0,0.5,2.0,428.4,2882.1,1380.5752158726834,30287,1016.0
Scenario 52,Camp 2,1.0,50.0,0.5,2.0,642.6,2860.68,2070.058625868576,30287,1524.0
Scenario 52,Camp 3,1.0,50.0,0.5,2.0,1071.0,2817.84,3449.025196005882,30287,2538.0
Scenario 52,Camp 4,1.0,50.0,0.5,2.0,4282.8,4500.96,13787.410758036129,30287,10148.0
Scenario 52,Camp 5,1.0,50.0,0.5,2.0,2483.6,742.52,7996.009328571723,30287,5885.0
Scenario 52,Camp 6,1.0,50.0,0.5,2.0,1698.4,2074.0,5468.547980978306,30287,4024.0
Scenario 52,Camp 7,1.0,50.0,0.5,2.0,2174.4,1628.42,7000.732908170847,30287,5152.0
Scenario 53,Camp 1,1.33,20.0,0.5,2.0,428.4,2882.1,579.3235800121718,22772,1172.0
Scenario 53,Camp 2,1.33,20.0,0.5,2.0,642.6,2860.68,868.5368145453958,22772,1498.0
Scenario 53,Camp 3,1.33,20.0,0.5,2.0,1071.0,2817.84,1446.9630983700797,22772,2150.0
Scenario 53,Camp 4,1.33,20.0,0.5,2.0,4282.8,4500.96,5783.539197320244,22772,7386.0
Scenario 53,Camp 5,1.33,20.0,0.5,2.0,2483.6,742.52,3354.2573071759048,22772,3950.0
Scenario 53,Camp 6,1.33,20.0,0.5,2.0,1698.4,2074.0,2294.0793501218095,22772,2982.0
Scenario 53,Camp 7,1.33,20.0,0.5,2.0,2174.4,1628.42,2936.775109244451,22772,3634.0
Scenario 54,Camp 1,1.33,30.0,0.5,2.0,428.4,2882.1,710.1286531775253,22772,888.0
Scenario 54,Camp 2,1.33,30.0,0.5,2.0,642.6,2860.68,1064.6431452613433,22772,1254.0
Scenario 54,Camp 3,1.33,30.0,0.5,2.0,1071.0,2817.84,1773.6719023616042,22772,1982.0
Scenario 54,Camp 4,1.33,30.0,0.5,2.0,4282.8,4500.96,7089.400539688303,22772,7556.0
Scenario 54,Camp 5,1.33,30.0,0.5,2.0,2483.6,742.52,4111.612760360372,22772,4280.0
Scenario 54,Camp 6,1.33,30.0,0.5,2.0,1698.4,2074.0,2812.057950670928,22772,3012.0
Scenario 54,Camp 7,1.33,30.0,0.5,2.0,2174.4,1628.42,3599.8675437468382,22772,3800.0
Scenario 55,Camp 1,1.33,40.0,0.5,2.0,428.4,2882.1,802.9363295543967,22772,764.0
Scenario 55,Camp 2,1.33,40.0,0.5,2.0,642.6,2860.68,1203.7828012098105,22772,1146.0
Scenario 55,Camp 3,1.33,40.0,0.5,2.0,1071.0,2817.84,2005.47548777752,22772,1908.0
Scenario 55,Camp 4,1.33,40.0,0.5,2.0,4282.8,4500.96,8015.923907037809,22772,7630.0
Scenario 55,Camp 5,1.33,40.0,0.5,2.0,2483.6,742.52,4648.965005961348,22772,4424.0
Scenario 55,Camp 6,1.33,40.0,0.5,2.0,1698.4,2074.0,3179.569616438952,22772,3026.0
Scenario 55,Camp 7,1.33,40.0,0.5,2.0,2174.4,1628.42,4070.3391132360066,22772,3874.0
Scenario 56,Camp 1,1.33,50.0,0.5,2.0,428.4,2882.1,874.9235560070501,22772,764.0
Scenario 56,Camp 2,1.33,50.0,0.5,2.0,642.6,2860.68,1311.7079030153195,22772,1146.0
Scenario 56,Camp 3,1.33,50.0,0.5,2.0,1071.0,2817.84,2185.276317270446,22772,1908.0
Scenario 56,Camp 4,1.33,50.0,0.5,2.0,4282.8,4500.96,8734.591263692862,22772,7630.0
Scenario 56,Camp 5,1.33,50.0,0.5,2.0,2483.6,742.52,5065.767788867347,22772,4424.0
Scenario 56,Camp 6,1.33,50.0,0.5,2.0,1698.4,2074.0,3464.6338109157327,22772,3026.0
Scenario 56,Camp 7,1.33,50.0,0.5,2.0,2174.4,1628.42,4435.265213473898,22772,3874.0
Scenario 57,Camp 1,2.0,20.0,0.5,2.0,428.4,2882.1,258.4924937799197,15143,809.0
Scenario 57,Camp 2,2.0,20.0,0.5,2.0,642.6,2860.68,387.4381366510724,15143,1027.0
Scenario 57,Camp 3,2.0,20.0,0.5,2.0,1071.0,2817.84,645.329235933821,15143,1457.0
Scenario 57,Camp 4,2.0,20.0,0.5,2.0,4282.8,4500.96,2578.789302743423,15143,4905.0
Scenario 57,Camp 5,2.0,20.0,0.5,2.0,2483.6,742.52,1495.6953340516777,15143,2563.0
Scenario 57,Camp 6,2.0,20.0,0.5,2.0,1698.4,2074.0,1023.0155737575287,15143,1987.0
Scenario 57,Camp 7,2.0,20.0,0.5,2.0,2174.4,1628.42,1309.5611270237994,15143,2395.0
Scenario 58,Camp 1,2.0,30.0,0.5,2.0,428.4,2882.1,345.5456951139013,15143,619.0
Scenario 58,Camp 2,2.0,30.0,0.5,2.0,642.6,2860.68,517.9167034409625,15143,863.0
Scenario 58,Camp 3,2.0,30.0,0.5,2.0,1071.0,2817.84,862.6584708410494,15143,1345.0
Scenario 58,Camp 4,2.0,30.0,0.5,2.0,4282.8,4500.96,3447.255002025095,15143,5017.0
Scenario 58,Camp 5,2.0,30.0,0.5,2.0,2483.6,742.52,1999.4046106558721,15143,2785.0
Scenario 58,Camp 6,2.0,30.0,0.5,2.0,1698.4,2074.0,1367.5392363515216,15143,2007.0
Scenario 58,Camp 7,2.0,30.0,0.5,2.0,2174.4,1628.42,1750.5854940486286,15143,2507.0
Scenario 59,Camp 1,2.0,40.0,0.5,2.0,428.4,2882.1,407.31092440865274,15143,483.0
Scenario 59,Camp 2,2.0,40.0,0.5,2.0,642.6,2860.68,610.4927198577443,15143,745.0
Scenario 59,Camp 3,2.0,40.0,0.5,2.0,1071.0,2817.84,1016.8560169485006,15143,1265.0
Scenario 59,Camp 4,2.0,40.0,0.5,2.0,4282.8,4500.96,4063.441221816878,15143,5099.0
Scenario 59,Camp 5,2.0,40.0,0.5,2.0,2483.6,742.52,2356.792029965021,15143,2943.0
Scenario 59,Camp 6,2.0,40.0,0.5,2.0,1698.4,2074.0,1611.9826650997184,15143,2021.0
Scenario 59,Camp 7,2.0,40.0,0.5,2.0,2174.4,1628.42,2063.497262213873,15143,2587.0
Scenario 6,Camp 1,1.33,30.0,0.25,1.0,428.4,2882.1,625.1897816539281,22772,1216.0
Scenario 6,Camp 2,1.33,30.0,0.25,1.0,642.6,2860.68,937.3006039778764,22772,1538.0
Scenario 6,Camp 3,1.33,30.0,0.25,1.0,1071.0,2817.84,1561.5220487180495,22772,2178.0
Scenario 6,Camp 4,1.33,30.0,0.25,1.0,4282.8,4500.96,6241.433514381736,22772,7362.0
Scenario 6,Camp 5,1.33,30.0,0.25,1.0,2483.6,742.52,3619.8205387053936,22772,3894.0
Scenario 6,Camp 6,1.33,30.0,0.25,1.0,1698.4,2074.0,2475.7061812835336,22772,2978.0
Scenario 6,Camp 7,1.33,30.0,0.25,1.0,2174.4,1628.42,3169.2854436835687,22772,3606.0
Scenario 60,Camp 1,2.0,50.0,0.5,2.0,428.4,2882.1,455.2197582650879,15143,455.2197582650879
Scenario 60,Camp 2,2.0,50.0,0.5,2.0,642.6,2860.68,682.300256885363,15143,682.300256885363
Scenario 60,Camp 3,2.0,50.0,0.5,2.0,1071.0,2817.84,1136.4609257601908,15143,1185.0
Scenario 60,Camp 4,2.0,50.0,0.5,2.0,4282.8,4500.96,4541.392385695062,15143,5121.0
Scenario 60,Camp 5,2.0,50.0,0.5,2.0,2483.6,742.52,2634.0032487942062,15143,3051.0
Scenario 60,Camp 6,2.0,50.0,0.5,2.0,1698.4,2074.0,1801.5877187668607,15143,2017.0
Scenario 60,Camp 7,2.0,50.0,0.5,2.0,2174.4,1628.42,2306.2104858823545,15143,2631.479984849549
Scenario 61,Camp 1,1.0,20.0,0.75,2.0,428.4,2882.1,1458.7728961573414,30287,1016.0
Scenario 61,Camp 2,1.0,20.0,0.75,2.0,642.6,2860.68,2187.3095954174146,30287,1524.0
Scenario 61,Camp 3,1.0,20.0,0.75,2.0,1071.0,2817.84,3644.38272993098,30287,2539.0
Scenario 61,Camp 4,1.0,20.0,0.75,2.0,4282.8,4500.96,14568.34867870469,30287,10148.0
Scenario 61,Camp 5,1.0,20.0,0.75,2.0,2483.6,742.52,8448.91430168726,30287,5884.0
Scenario 61,Camp 6,1.0,20.0,0.75,2.0,1698.4,2074.0,5778.294064872433,30287,4024.0
Scenario 61,Camp 7,1.0,20.0,0.75,2.0,2174.4,1628.42,7397.2640550561555,30287,5152.0
Scenario 62,Camp 1,1.0,30.0,0.75,2.0,428.4,2882.1,1632.6768022448618,30287,1016.0
Scenario 62,Camp 2,1.0,30.0,0.75,2.0,642.6,2860.68,2448.064153901325,30287,1524.0
Scenario 62,Camp 3,1.0,30.0,0.75,2.0,1071.0,2817.84,4078.838561734796,30287,2538.0
Scenario 62,Camp 4,1.0,30.0,0.75,2.0,4282.8,4500.96,16305.07736837624,30287,10148.0
Scenario 62,Camp 5,1.0,30.0,0.75,2.0,2483.6,742.52,9456.130163136644,30287,5885.0
Scenario 62,Camp 6,1.0,30.0,0.75,2.0,1698.4,2074.0,6467.138717148773,30287,4024.0
Scenario 62,Camp 7,1.0,30.0,0.75,2.0,2174.4,1628.42,8279.11010314473,30287,5152.0
Scenario 63,Camp 1,1.0,40.0,0.75,2.0,428.4,2882.1,1756.0635872240807,30287,1016.0
Scenario 63,Camp 2,1.0,40.0,0.75,2.0,642.6,2860.68,2633.072457417022,30287,1524.0
Scenario 63,Camp 3,1.0,40.0,0.75,2.0,1071.0,2817.84,4387.089879993091,30287,2538.0
Scenario 63,Camp 4,1.0,40.0,0.75,2.0,4282.8,4500.96,17537.305983712224,30287,10149.0
Scenario 63,Camp 5,1.0,40.0,0.75,2.0,2483.6,742.52,10170.761189663264,30287,5884.0
Scenario 63,Camp 6,1.0,40.0,0.75,2.0,1698.4,2074.0,6955.881775925903,30287,4024.0
Scenario 63,Camp 7,1.0,40.0,0.75,2.0,2174.4,1628.42,8904.789831497232,30287,5152.0
Scenario 64,Camp 1,1.0,50.0,0.75,2.0,428.4,2882.1,1851.7698130269434,30287,1016.0
Scenario 64,Camp 2,1.0,50.0,0.75,2.0,642.6,2860.68,2776.576046352094,30287,1524.0
Scenario 64,Camp 3,1.0,50.0,0.75,2.0,1071.0,2817.84,4626.188177871809,30287,2538.0
Scenario 64,Camp 4,1.0,50.0,0.75,2.0,4282.8,4500.96,18493.096752715217,30287,10148.0
Scenario 64,Camp 5,1.0,50.0,0.75,2.0,2483.6,742.52,10725.072077997114,30287,5885.0
Scenario 64,Camp 6,1.0,50.0,0.75,2.0,1698.4,2074.0,7334.980344308116,30287,4024.0
Scenario 64,Camp 7,1.0,50.0,0.75,2.0,2174.4,1628.42,9390.1047327005,30287,5152.0
Scenario 65,Camp 1,1.33,20.0,0.75,2.0,428.4,2882.1,825.749511774538,22772,764.0
Scenario 65,Camp 2,1.33,20.0,0.75,2.0,642.6,2860.68,1237.9849108748595,22772,1146.0
Scenario 65,Camp 3,1.33,20.0,0.75,2.0,1071.0,2817.84,2062.4554450377495,22772,1908.0
Scenario 65,Camp 4,1.33,20.0,0.75,2.0,4282.8,4500.96,8243.673886734861,22772,7630.0
Scenario 65,Camp 5,1.33,20.0,0.75,2.0,2483.6,742.52,4781.05229845553,22772,4424.0
Scenario 65,Camp 6,1.33,20.0,0.75,2.0,1698.4,2074.0,3269.908163060328,22772,3026.0
Scenario 65,Camp 7,1.33,20.0,0.75,2.0,2174.4,1628.42,4185.98637500526,22772,3874.0
Scenario 66,Camp 1,1.33,30.0,0.75,2.0,428.4,2882.1,956.5545849398914,22772,764.0
Scenario 66,Camp 2,1.33,30.0,0.75,2.0,642.6,2860.68,1434.0912415908067,22772,1146.0
Scenario 66,Camp 3,1.33,30.0,0.75,2.0,1071.0,2817.84,2389.164249029274,22772,1908.0
Scenario 66,Camp 4,1.33,30.0,0.75,2.0,4282.8,4500.96,9549.53522910292,22772,7630.0
Scenario 66,Camp 5,1.33,30.0,0.75,2.0,2483.6,742.52,5538.407751639996,22772,4424.0
Scenario 66,Camp 6,1.33,30.0,0.75,2.0,1698.4,2074.0,3787.886763609446,22772,3026.0
Scenario 66,Camp 7,1.33,30.0,0.75,2.0,2174.4,1628.42,4849.078809507647,22772,3874.0
Scenario 67,Camp 1,1.33,40.0,0.75,2.0,428.4,2882.1,1049.362261316763,22772,764.0
Scenario 67,Camp 2,1.33,40.0,0.75,2.0,642.6,2860.68,1573.2308975392739,22772,1146.0
